"user";"booking_date";"origin_airport";"price";"sales channel";"ant"
"user6";2018-11-01;"TXL";21.2099990845;"online";16
"user8";2018-10-29;"LGW";156.630004883;"travel agency";75
"user4";2018-11-01;"TFN";376.989990234;"online";6
"user10";2018-11-01;"AMS";56.9000015259;"online";7
"user10";2018-11-01;"MAD";72.5199966431;"travel agency";17
"user5";2018-10-29;"LGW";30.5499992371;"online";23
"user8";2018-11-01;"MAD";24.8199996948;"online";4
"user9";2018-10-30;"LGW";154.009994507;"online";2
"user2";2018-11-01;"MAD";20.75;"online";5
"user6";2018-11-01;"MAD";39.4500007629;"online";44
"user9";2018-11-01;"PMI";69.4300003052;"travel agency";65
"user6";2018-11-01;"MAD";140;"travel agency";33
"user4";2018-11-01;"TFN";55.0999984741;"online";3
"user10";2018-11-03;"MAD";61.75;"travel agency";46
"user8";2018-11-03;"TFN";192.759994507;"online";95
"user8";2018-11-01;"MAD";40.2900009155;"online";85
"user4";2018-11-01;"MAD";286.700012207;"travel agency";35
"user9";2018-11-01;"MAD";103.779998779;"online";3
"user8";2018-11-02;"SVQ";66.1100006104;"online";54
"user9";2018-10-29;"NTE";28.1700000763;"online";12
"user5";2018-11-01;"MAD";51.3400001526;"online";30
"user10";2018-11-01;"MAD";113.430000305;"online";64
"user6";2018-11-01;"AMS";228.119995117;"travel agency";18
"user1";2018-10-29;"TXL";39.0400009155;"online";50
"user7";2018-11-01;"MAD";20.2900009155;"online";32
"user2";2018-11-03;"CDG";43.8300018311;"travel agency";60
"user10";2018-11-01;"MAD";83.9899978638;"online";33
"user1";2018-11-01;"MAD";313.529998779;"travel agency";51
"user10";2018-11-01;"TFN";126.449996948;"travel agency";26
"user1";2018-11-01;"KRK";88.5;"online";29
"user10";2018-11-01;"SVQ";92.5299987793;"travel agency";48
"user1";2018-10-30;"AMS";67.1399993896;"travel agency";19
"user3";2018-10-30;"SVQ";86.2699966431;"online";59
"user5";2018-10-29;"MAD";32.4199981689;"online";26
"user3";2018-11-01;"MAD";65.1100006104;"online";4
"user8";2018-11-01;"MAD";313.790008545;"travel agency";55
"user6";2018-11-01;"PMI";67.1399993896;"online";61
"user6";2018-10-31;"MAD";81.8099975586;"online";40
"user5";2018-11-01;"SVQ";19.0400009155;"travel agency";38
"user3";2018-11-01;"MAD";17.6100006104;"travel agency";43
"user9";2018-11-01;"MAD";48.3499984741;"online";37
"user2";2018-11-01;"MAD";57.6800003052;"travel agency";28
"user2";2018-11-01;"TFN";220.460006714;"online";28
"user9";2018-11-01;"MAD";112.970001221;"online";28
"user3";2018-11-01;"MAD";131.210006714;"online";7
"user4";2018-10-30;"MAD";22.6800003052;"online";54
"user6";2018-11-01;"MAD";34.6300010681;"travel agency";2
"user6";2018-11-01;"MAD";122.199996948;"call center";11
"user3";2018-11-01;"MAD";67.0999984741;"online";3
"user9";2018-11-01;"MAD";41.8300018311;"online";57
"user5";2018-11-01;"MAD";139.720001221;"travel agency";3
"user10";2018-10-30;"MAN";104.629997253;"online";6
"user3";2018-11-01;"PMI";34;"online";72
"user1";2018-11-01;"TFS";100.069999695;"online";1
"user5";2018-11-01;"AGP";21.2900009155;"online";40
"user5";2018-11-01;"MAH";24.3099994659;"online";59
"user8";2018-10-30;"SCQ";35.9700012207;"travel agency";30
"user8";2018-10-29;"TFN";22.2099990845;"travel agency";48
"user9";2018-11-01;"MAD";35.1699981689;"call center";25
"user10";2018-11-01;"TFN";16.4200000763;"call center";40
"user3";2018-10-29;"MAD";79.4400024414;"online";3
"user1";2018-11-01;"MAD";51.3300018311;"online";6
"user4";2018-11-01;"MAD";21.2900009155;"online";6
"user5";2018-11-01;"MAD";20.8099994659;"online";8
"user3";2018-11-01;"MAD";42.9799995422;"online";68
"user1";2018-11-01;"ALC";30.7000007629;"travel agency";20
"user7";2018-10-29;"MAD";172.440002441;"online";39
"user6";2018-11-01;"PMI";83.6500015259;"online";23
"user3";2018-11-01;"TFN";250.929992676;"call center";4
"user1";2018-11-01;"MAD";34.1399993896;"online";7
"user1";2018-11-01;"MAD";158.600006104;"online";12
"user10";2018-11-01;"IBZ";51.7700004578;"online";85
"user6";2018-11-01;"SVQ";42.4500007629;"travel agency";6
"user10";2018-11-01;"MAD";48.3499984741;"online";46
"user3";2018-11-01;"DUS";90.5899963379;"travel agency";5
"user1";2018-10-30;"CPH";85.9700012207;"online";45
"user2";2018-11-01;"MAD";209.800003052;"travel agency";30
"user9";2018-11-01;"MAD";88.2799987793;"online";49
"user6";2018-11-02;"NCE";95.4400024414;"travel agency";2
"user10";2018-11-01;"TXL";43.6300010681;"online";37
"user8";2018-10-31;"MAD";48.9399986267;"online";15
"user3";2018-11-01;"PMI";30.8400001526;"travel agency";6
"user6";2018-11-01;"SDU";7.51000022888;"travel agency";22
"user2";2018-11-01;"TXL";157.13999939;"travel agency";24
"user2";2018-11-01;"TXL";96.6299972534;"online";85
"user2";2018-11-01;"SCQ";34.1399993896;"online";5
"user10";2018-11-01;"MAD";22.6800003052;"online";15
"user2";2018-11-01;"TFS";158.210006714;"travel agency";13
"user9";2018-11-01;"TFS";43.7700004578;"online";62
"user6";2018-11-02;"CDG";41.8400001526;"travel agency";2
"user1";2018-10-30;"PMI";21.2099990845;"online";1
"user2";2018-11-01;"AMS";48.6699981689;"online";5
"user8";2018-11-01;"PMI";16.9799995422;"online";5
"user2";2018-11-01;"DUB";138.509994507;"online";32
"user6";2018-11-01;"MAD";35.8300018311;"travel agency";3
"user10";2018-11-01;"TFN";71.9400024414;"travel agency";6
"user5";2018-11-01;"MAD";22.5300006866;"online";2
"user3";2018-11-01;"MAD";183.029998779;"travel agency";26
"user7";2018-11-01;"MAD";66.3799972534;"travel agency";10
"user7";2018-11-01;"MAD";194.070007324;"online";2
"user7";2018-11-01;"SCQ";115.089996338;"travel agency";38
"user7";2018-11-01;"PMI";60.8600006104;"online";2
"user1";2018-11-01;"MAD";81.5922616998235;"online";2
"user10";2018-11-02;"MAD";69.8300018311;"online";9
"user6";2018-10-31;"MAD";41.8300018311;"online";2
"user4";2018-11-02;"MAD";60.6599998474;"online";49
"user4";2018-11-01;"MAD";54.6699981689;"online";5
"user5";2018-11-01;"MAD";18.9500007629;"online";6
"user3";2018-11-01;"MAD";105.910003662;"online";11
"user9";2018-11-01;"PMI";10.970000267;"online";38
"user3";2018-11-01;"MAD";60.2200012207;"travel agency";5
"user4";2018-11-01;"LPA";37.9700012207;"travel agency";14
"user1";2018-11-01;"MAD";140.479995728;"travel agency";34
"user3";2018-11-01;"MAD";166.220001221;"online";0
"user5";2018-11-01;"TFN";107.580001831;"travel agency";1
"user2";2018-10-30;"MAD";48.9399986267;"online";71
"user6";2018-11-01;"TFN";68.9899978638;"online";1
"user2";2018-11-01;"AMS";204.380004883;"online";5
"user8";2018-11-01;"MAD";70.0800018311;"online";40
"user6";2018-11-03;"TFS";105.800003052;"travel agency";32
"user9";2018-11-03;"MAD";148.440002441;"online";25
"user3";2018-11-01;"VGO";51.7099990845;"online";4
"user10";2018-11-01;"FUE";46.2799987793;"online";24
"user5";2018-11-01;"MAD";91.0299987793;"online";46
"user2";2018-10-29;"SCQ";38.2599983215;"travel agency";0
"user8";2018-11-01;"PMI";40.0800018311;"travel agency";11
"user4";2018-11-01;"MAD";55.4199981689;"online";1
"user10";2018-11-01;"MAD";81.5922616998235;"travel agency";4
"user7";2018-11-01;"MAD";108.169998169;"online";48
"user5";2018-10-31;"PMI";42.6699981689;"online";35
"user10";2018-11-01;"MAD";48.3499984741;"online";24
"user2";2018-11-01;"VGO";54.7400016785;"online";3
"user10";2018-11-01;"JMK";103.599998474;"online";65
"user2";2018-10-29;"MAD";105.209999084;"online";1
"user6";2018-11-01;"MAD";54.0299987793;"travel agency";53
"user5";2018-11-01;"MAD";131.339996338;"online";60
"user9";2018-11-01;"MAD";268.470001221;"travel agency";0
"user1";2018-11-01;"MAD";139.710006714;"travel agency";0
"user6";2018-11-01;"MAD";27;"travel agency";24
"user7";2018-11-01;"MAD";70.2799987793;"call center";40
"user6";2018-11-01;"SCQ";15.8500003815;"online";2
"user1";2018-10-31;"SPC";94.1600036621;"travel agency";20
"user8";2018-11-01;"MAD";5;"online";3
"user10";2018-11-01;"MAD";42.7299995422;"online";47
"user3";2018-10-29;"MAD";34.5800018311;"online";76
"user6";2018-11-01;"ALC";355.5;"online";17
"user7";2018-11-02;"MAD";34.3300018311;"online";5
"user1";2018-11-01;"MAD";109.379997253;"travel agency";2
"user10";2018-11-01;"MAD";103.61000061;"online";43
"user2";2018-11-01;"MAD";248.740005493;"online";47
"user3";2018-11-01;"LPA";65.5400009155;"online";45
"user4";2018-11-02;"MAD";97.1399993896;"online";6
"user1";2018-10-29;"MAD";30.1299991608;"online";37
"user6";2018-11-01;"MAD";174.779998779;"travel agency";27
"user3";2018-11-01;"MAD";150.210006714;"online";64
"user4";2018-10-29;"SVQ";135.190002441;"travel agency";6
"user1";2018-11-02;"MAD";84.3099975586;"online";18
"user1";2018-11-01;"MAD";135.440002441;"online";31
"user2";2018-10-31;"TXL";86.5299987793;"travel agency";0
"user8";2018-10-30;"MAD";76.6699981689;"travel agency";23
"user4";2018-11-01;"SCQ";114.839996338;"travel agency";7
"user7";2018-11-01;"MAD";403;"travel agency";16
"user4";2018-11-01;"SCQ";21.1800003052;"online";22
"user4";2018-11-01;"TFN";37.8199996948;"travel agency";25
"user1";2018-11-01;"CDG";247.880004883;"travel agency";10
"user10";2018-11-01;"MAN";0;"online";43
"user10";2018-11-01;"LPA";58.9599990845;"online";3
"user4";2018-11-01;"LPA";34.7299995422;"online";34
"user3";2018-11-01;"SVQ";22;"travel agency";3
"user9";2018-11-01;"MAD";121.790000916;"online";17
"user4";2018-11-02;"TFN";25.8099994659;"online";11
"user1";2018-10-29;"LGW";38.1300010681;"online";24
"user9";2018-11-01;"MAD";58.3300018311;"travel agency";12
"user3";2018-11-01;"MAD";194.869995117;"travel agency";1
"user1";2018-11-01;"ACE";281.209991455;"travel agency";12
"user3";2018-11-01;"MAD";36.2599983215;"online";47
"user4";2018-11-01;"MAD";48.5900001526;"online";20
"user7";2018-10-29;"TXL";144.029998779;"travel agency";10
"user8";2018-11-01;"LPA";16.7099990845;"online";7
"user3";2018-11-01;"PMI";120.309997559;"online";2
"user7";2018-11-03;"MAD";41.3100013733;"travel agency";12
"user3";2018-11-01;"TFN";70.8099975586;"online";34
"user6";2018-11-01;"LPA";45.9599990845;"travel agency";88
"user5";2018-11-01;"NCE";220.039993286;"online";69
"user9";2018-11-01;"GIG";15.8000001907;"travel agency";2
"user10";2018-11-01;"MAD";100.510002136;"call center";10
"user8";2018-11-01;"IBZ";35.9300003052;"online";6
"user6";2018-11-01;"PMI";85.6800003052;"online";26
"user4";2018-11-01;"MAD";24.6700000763;"online";21
"user7";2018-11-01;"MAD";182.490005493;"online";5
"user9";2018-10-29;"TFS";18.2199993134;"travel agency";11
"user10";2018-11-01;"MAD";52.2099990845;"online";6
"user1";2018-11-01;"PMI";37.9599990845;"travel agency";36
"user10";2018-11-01;"TFN";24.0499992371;"travel agency";6
"user5";2018-11-01;"AMS";5;"online";20
"user2";2018-11-01;"DUS";175.199996948;"travel agency";27
"user2";2018-11-01;"PMI";45.1699981689;"travel agency";54
"user3";2018-11-01;"MAD";122.089996338;"online";5
"user9";2018-11-01;"MAD";76.9499969482;"travel agency";4
"user4";2018-11-01;"ALC";122.529998779;"online";2
"user2";2018-11-01;"MAD";19.0499992371;"travel agency";62
"user8";2018-11-01;"TFS";85.9700012207;"online";21
"user2";2018-11-01;"MAD";174.11000061;"travel agency";14
"user7";2018-11-01;"MAD";31.6200008392;"online";4
"user2";2018-11-01;"MAD";34.6199989319;"online";22
"user5";2018-11-01;"AMS";83.9400024414;"travel agency";27
"user2";2018-11-01;"JMK";103.599998474;"online";7
"user8";2018-11-01;"MAD";45.5;"online";26
"user9";2018-11-01;"TXL";62.8300018311;"travel agency";42
"user10";2018-10-31;"MAD";26.4300003052;"travel agency";54
"user6";2018-10-30;"LGW";34.0099983215;"travel agency";74
"user3";2018-10-29;"MAD";44.2799987793;"travel agency";77
"user6";2018-11-01;"ALC";34.9000015259;"online";45
"user8";2018-11-01;"PMI";12.9600000381;"travel agency";19
"user2";2018-11-02;"LGW";185.899993896;"online";6
"user5";2018-11-03;"TXL";86.7200012207;"travel agency";2
"user9";2018-10-30;"MAD";12.3800001144;"online";44
"user10";2018-11-01;"MAD";44.4500007629;"travel agency";2
"user2";2018-11-03;"MAD";136.320007324;"travel agency";55
"user5";2018-11-01;"MAD";162.410003662;"online";10
"user3";2018-11-01;"MAD";23.9799995422;"online";39
"user1";2018-11-01;"MAD";21.8600006104;"online";5
"user6";2018-11-01;"MAD";110.089996338;"online";55
"user1";2018-11-02;"LGW";34.8899993896;"online";4
"user9";2018-11-01;"MAD";26.9200000763;"online";7
"user10";2018-10-31;"MAD";33.8499984741;"travel agency";25
"user10";2018-11-01;"MAD";55.9799995422;"online";0
"user10";2018-10-31;"DUB";41.5400009155;"online";34
"user8";2018-11-01;"IBZ";20.8600006104;"online";4
"user9";2018-11-01;"TFN";33.8100013733;"online";24
"user9";2018-11-01;"MAD";175.479995728;"travel agency";14
"user4";2018-10-29;"MAD";24.7700004578;"travel agency";33
"user9";2018-11-01;"MAH";57.0400009155;"online";1
"user7";2018-10-29;"MAD";42.5699996948;"travel agency";4
"user7";2018-10-31;"MAD";133.740005493;"online";5
"user3";2018-11-01;"MAD";68.3300018311;"online";1
"user6";2018-10-30;"SCQ";30.7000007629;"online";34
"user4";2018-11-01;"PMI";60.0600013733;"online";18
"user10";2018-11-01;"MAD";23.2900009155;"online";5
"user7";2018-11-01;"MAD";109.330001831;"online";58
"user6";2018-11-01;"MAD";18.6700000763;"online";4
"user3";2018-11-01;"BOD";54.8800010681;"online";6
"user1";2018-10-29;"MAD";97.1399993896;"online";4
"user5";2018-11-01;"ACE";35.3100013733;"online";1
"user9";2018-11-01;"MAD";148.75;"call center";14
"user10";2018-11-01;"SCQ";84.9100036621;"online";0
"user8";2018-11-01;"TFS";15;"travel agency";75
"user3";2018-11-01;"SVQ";52.0200004578;"travel agency";39
"user5";2018-10-31;"TFN";110.669998169;"travel agency";34
"user4";2018-11-01;"MAD";97.7200012207;"online";2
"user5";2018-11-01;"SVQ";50.1300010681;"travel agency";12
"user1";2018-11-01;"MAD";88.8099975586;"online";0
"user5";2018-11-01;"PMI";42.0800018311;"travel agency";73
"user7";2018-11-02;"MAD";304.380004883;"travel agency";2
"user10";2018-10-30;"NAP";104.400001526;"online";28
"user10";2018-11-01;"MAD";24.8099994659;"online";3
"user1";2018-11-01;"MAD";72.1100006104;"travel agency";3
"user2";2018-11-01;"MAD";34.4399986267;"travel agency";21
"user6";2018-11-01;"MAN";40.1899986267;"online";0
"user1";2018-11-01;"MAD";147.119995117;"travel agency";7
"user1";2018-11-01;"MAD";12.6000003815;"travel agency";18
"user4";2018-11-01;"SCQ";52.3600006104;"travel agency";12
"user9";2018-11-01;"MAD";37.8100013733;"online";12
"user3";2018-10-29;"MAD";102.709999084;"travel agency";125
"user10";2018-11-01;"MAD";38.3899993896;"online";8
"user9";2018-11-03;"MAD";40.4399986267;"travel agency";23
"user2";2018-10-31;"MAD";20.2299995422;"online";0
"user6";2018-11-01;"CPH";39.9700012207;"travel agency";59
"user8";2018-11-01;"MAH";36.3499984741;"online";1
"user6";2018-11-01;"TFN";56.0400009155;"travel agency";51
"user5";2018-11-02;"TFN";15.1300001144;"travel agency";6
"user4";2018-11-02;"MAD";29.1399993896;"travel agency";26
"user4";2018-11-01;"MAD";28;"travel agency";66
"user4";2018-11-01;"LPA";188.759994507;"travel agency";4
"user7";2018-11-01;"CPH";175.460006714;"travel agency";38
"user7";2018-11-01;"MAD";93.1800003052;"travel agency";24
"user7";2018-11-01;"MAD";266.739990234;"online";36
"user8";2018-11-01;"CDG";41.25;"travel agency";6
"user3";2018-11-01;"TFS";98;"travel agency";52
"user1";2018-11-01;"DUB";117.61000061;"online";5
"user4";2018-11-01;"SCQ";127.120002747;"travel agency";29
"user4";2018-11-01;"MAD";48.9700012207;"online";52
"user2";2018-11-01;"PMI";23;"online";40
"user4";2018-11-02;"RNS";133.529998779;"online";52
"user2";2018-10-31;"LGW";46.3600006104;"online";44
"user10";2018-11-01;"MAD";76.1999969482;"online";22
"user5";2018-11-01;"TFN";31.5599994659;"online";32
"user2";2018-11-01;"PMI";13;"travel agency";13
"user2";2018-11-01;"SCQ";76.2600021362;"travel agency";0
"user2";2018-11-01;"AMS";6.17999982834;"travel agency";0
"user8";2018-11-01;"SPC";102.199996948;"travel agency";14
"user7";2018-10-30;"LGW";27.0699996948;"online";39
"user5";2018-10-30;"AGP";288.75;"online";8
"user6";2018-10-30;"TFN";33.1399993896;"online";3
"user2";2018-11-01;"MAD";53.2000007629;"online";0
"user1";2018-11-01;"PMI";37.5999984741;"travel agency";43
"user8";2018-11-01;"MAD";63.4099998474;"online";2
"user9";2018-11-01;"LGA";8.71000003815;"travel agency";73
"user6";2018-11-01;"LPA";19.3299999237;"online";2
"user6";2018-11-01;"MAD";11.5500001907;"online";27
"user1";2018-11-01;"MAD";115.099998474;"online";29
"user1";2018-10-31;"MAD";35.5099983215;"travel agency";49
"user7";2018-11-01;"MAD";100.459999084;"travel agency";27
"user8";2018-11-01;"MAD";25.1100006104;"call center";3
"user7";2018-11-01;"MAD";34.5;"travel agency";54
"user4";2018-11-01;"VGO";38.2400016785;"online";10
"user1";2018-11-01;"PMI";100.330001831;"online";45
"user2";2018-11-01;"VGO";140.119995117;"travel agency";61
"user10";2018-11-01;"MAD";192.440002441;"travel agency";0
"user7";2018-11-01;"MAD";39.1100006104;"travel agency";6
"user1";2018-11-01;"MAD";37.6199989319;"online";59
"user9";2018-11-01;"CPH";83.3399963379;"online";5
"user9";2018-11-01;"TFN";78.2300033569;"online";6
"user7";2018-11-02;"AGP";208.910003662;"travel agency";0
"user9";2018-11-01;"MAD";44.8899993896;"travel agency";2
"user6";2018-11-01;"MAD";33.1800003052;"online";23
"user8";2018-11-01;"MAD";45.7999992371;"online";0
"user4";2018-11-01;"NCE";81.2099990845;"online";6
"user8";2018-11-01;"MAD";174.619995117;"travel agency";3
"user1";2018-11-01;"TFN";60.5099983215;"online";24
"user8";2018-11-01;"LPA";31.6100006104;"travel agency";1
"user5";2018-10-30;"MAD";63.0600013733;"travel agency";2
"user9";2018-10-29;"AMS";83.9499969482;"travel agency";58
"user1";2018-11-01;"MAD";86.9000015259;"online";13
"user8";2018-11-01;"LYS";54.9700012207;"online";2
"user2";2018-11-01;"MAD";81.5922616998235;"online";2
"user8";2018-11-01;"MAD";29.0200004578;"online";21
"user9";2018-11-01;"SCQ";57.6199989319;"online";16
"user2";2018-11-01;"JMK";99.8499984741;"online";29
"user10";2018-11-01;"SVQ";34.6100006104;"online";39
"user4";2018-10-30;"MAD";49.8800010681;"online";5
"user10";2018-11-02;"CDG";152.960006714;"online";4
"user6";2018-11-01;"MAD";98.3399963379;"online";0
